日期,開盤,最高,最低,收盤,成交量
20151109,1089.67,1095.78,1088.58,1092.1,0
20151110,1091.9,1095.23,1085.47,1089.52,0
20151111,1089.31,1094,1084.32,1086.3,0
20151112,1086,1089.64,1074.34,1084.9,0
20151113,1085.13,1088.65,1079.84,1083.76,0
20151116,1083.48,1098.14,1081.57,1082.58,0
20151117,1082.42,1085.29,1065.7,1070.01,0
20151118,1069.98,1075.37,1064,1070.57,0
20151119,1070.6,1087.46,1069.78,1082.13,0
20151120,1081.91,1088.1,1076.06,1077.86,0
20151123,1078.26,1078.26,1066.58,1068.9,0
20151124,1068.63,1081.17,1068.63,1075.5,0
20151125,1075.43,1080.81,1068.04,1071.07,0
20151126,1070.98,1074.93,1069.94,1072.07,0
20151127,1071.24,1073.87,1052.95,1057.84,0
20151130,1058.09,1069.73,1053.35,1064.6,0
20151201,1064.6,1074.71,1063.43,1069.17,0
20151202,1068.99,1071.53,1050.72,1053.35,0
20151203,1053.5,1065.49,1046.54,1061.74,0
20151204,1061.9,1088.9,1058.37,1085.85,0
20151207,1085.85,1086.85,1066.65,1071.2,0
20151208,1071.2,1079.18,1067.87,1074.71,0
20151209,1074.57,1085.4,1069.51,1072.35,0
20151210,1072.47,1076.54,1069.58,1071.37,0
20151211,1071.17,1079.67,1062.63,1074.38,0
20151214,1074.44,1077.54,1062.91,1059.73,0
20151215,1059.86,1068.7,1058.88,1060.83,0
20151216,1060.83,1078.45,1060.83,1072.06,0
20151217,1072.06,1073.3,1047.81,1050.95,0
20151218,1050.79,1071.54,1050.79,1066.14,0
20151221,1065.92,1081.79,1064.09,1077.83,0
20151222,1078.22,1080.78,1072.06,1072.3,0
20151223,1072.31,1075.53,1068.45,1070.14,0
20151224,1069.96,1077.11,1069.96,1075.8,0
20151225,1075.75,1076.65,1075.75,1076.45,0
20151228,1076.65,1077,1066.7,1069.09,0
20151229,1068.8,1075.3,1067.71,1068.81,0
20151230,1068.9,1072.22,1059.61,1061.3,0
20151231,1061.2,1063.57,1058.27,1061.19,0
20160101,1061.97,1061.97,1061.71,1061.25,0
20160104,1061.2,1083.57,1061.2,1074.45,0
20160105,1074.5,1082.05,1072.85,1077.22,0
20160106,1077.28,1095.25,1075.17,1093.22,0
20160107,1093.5,1110.12,1091.59,1108.71,0
20160108,1108.57,1113.12,1092.79,1104.27,0
20160111,1103.97,1108.58,1093.85,1094.11,0
20160112,1094.09,1099.23,1083.63,1086.09,0
20160113,1086.09,1095.5,1079.96,1092.99,0
20160114,1093.3,1095.38,1071.65,1078.15,0
20160115,1078.07,1097.47,1076.46,1088.69,0
20160118,1088.73,1093.34,1087.7,1088.94,0
20160119,1089.14,1094.59,1082.67,1087.1,0
20160120,1087.02,1109.61,1087.02,1100.6,0
20160121,1100.64,1104.53,1092.63,1100.77,0
20160122,1100.97,1102.88,1094.28,1097.76,0
20160125,1097.71,1108.94,1097.49,1107.74,0
20160126,1107.74,1122.94,1107.24,1119.74,0
20160127,1119.74,1128.08,1115.01,1124.55,0
20160128,1124.5,1125.86,1111.65,1114.85,0
20160129,1114.9,1118.49,1108.72,1118.12,0
20160201,1117.93,1129.75,1115.58,1128.21,0
20160202,1128.21,1131.06,1122.54,1128.79,0
20160203,1128.72,1145.52,1124.63,1142.2,0
20160204,1142.2,1157.38,1139.64,1155.3,0
20160205,1155.26,1174.5,1145.45,1172.98,0
20160208,1173.06,1200.89,1164.41,1188.94,0
20160209,1188.82,1198.92,1185.91,1188.79,0
20160210,1188.8,1197.69,1181.7,1196.91,0
20160211,1197.04,1263.37,1196.19,1246.57,0
20160212,1246.5,1248.22,1232.61,1237.19,0
20160215,1238.17,1238.17,1202.26,1208.88,0
20160216,1208.81,1216.96,1191.08,1199.51,0
20160217,1199.88,1213.78,1195.92,1208.09,0
20160218,1208.12,1239.96,1200.93,1230.47,0
20160219,1230.77,1234.53,1220.15,1225.86,0
20160222,1226.19,1227.7,1202.13,1208.61,0
20160223,1208.45,1228.28,1207.43,1225.3,0
20160224,1225.45,1253.32,1222.04,1228.73,0
20160225,1228.66,1243.14,1221.4,1232.81,0
20160226,1232.81,1240.46,1211.63,1222.16,0
20160229,1222.3,1241.13,1215.98,1238.36,0
20160301,1238.4,1248.57,1227.4,1231.68,0
20160302,1231.9,1244.07,1224.95,1239.64,0
20160303,1239.8,1268.29,1237.6,1264.11,0
20160304,1264.1,1279.85,1250.4,1258.62,0
20160307,1259.76,1273.17,1256.97,1267.05,0
20160308,1267,1278.1,1260.41,1261.23,0
20160309,1261.32,1264.95,1243.13,1252.64,0
20160310,1253.09,1273.36,1237.24,1272.09,0
20160311,1272.08,1284.53,1248.56,1250.18,0
20160314,1250.32,1261.1,1229.51,1234.35,0
20160315,1235.72,1238.11,1225.81,1231.85,0
20160316,1232.63,1263.98,1226.9,1261.95,0
20160317,1260.96,1270.94,1254.62,1257.3,0
20160318,1257.07,1266.86,1248.01,1255.07,0
20160321,1255.02,1256,1240.81,1243.15,0
20160322,1243.83,1260.17,1242.6,1247.85,0
20160323,1247.52,1249.43,1215.42,1219.75,0
20160324,1220.47,1223.84,1212.36,1216.83,0
20160325,1216.78,1216.78,1216.78,1216.72,0
20160328,1216.83,1223.1,1208.08,1220.95,0
20160329,1221.13,1243.1,1215.56,1241.35,0
20160330,1240.6,1244.25,1223.36,1224.69,0
20160331,1225.04,1240.41,1223.92,1232.15,0
20160401,1232.1,1235.37,1209.13,1221.84,0
20160404,1221.79,1222.56,1214.81,1214.95,0
20160405,1215.37,1236.8,1215,1230.95,0
20160406,1230.98,1232.18,1216.99,1222.35,0
20160407,1222.81,1243.25,1222.81,1240.35,0
20160408,1238.63,1242.8,1229.8,1239.32,0
20160411,1239.27,1258.71,1239.27,1257.25,0
20160412,1257.47,1262.65,1251.43,1254.55,0
20160413,1254.91,1256.75,1239.8,1242.05,0
20160414,1241.57,1244.1,1224.05,1226.95,0
20160415,1227,1235.89,1225.49,1233.74,0
20160418,1233.39,1241.61,1230.23,1231.85,0
20160419,1232.13,1256.64,1227.9,1250.1,0
20160420,1249.83,1257.98,1242.6,1243.55,0
20160421,1242.66,1270.4,1242.66,1247.65,0
20160422,1246.71,1252.63,1227.6,1232.26,0
20160425,1232.21,1242.26,1230.3,1237.35,0
20160426,1238.23,1244.88,1231.55,1243.35,0
20160427,1244.03,1252.78,1239.73,1245.65,0
20160428,1245.15,1269.62,1237.97,1265.85,0
20160429,1265.77,1296.72,1265.2,1292.77,0
20160502,1292.72,1303.76,1287.85,1291,0
20160503,1291.22,1301.77,1282.4,1285.85,0
20160504,1285.41,1289.75,1272.01,1279.35,0
20160505,1279.14,1286.44,1269.1,1278,0
20160506,1277.39,1295.6,1274.65,1288.03,0
20160509,1287.52,1288.22,1261.58,1263.45,0
20160510,1263.74,1270.01,1257.03,1265.15,0
20160511,1265.53,1279.11,1264.97,1276.85,0
20160512,1277.73,1280.88,1262,1262.85,0
20160513,1263.36,1276.31,1263.1,1272.45,0
20160516,1272.99,1288.8,1270.92,1273.45,0
20160517,1273.32,1282.26,1269.25,1278.85,0
20160518,1278.85,1281.6,1255.27,1258.45,0
20160519,1257.78,1261.3,1243.96,1254.15,0
20160520,1254.74,1260.19,1248.98,1251.95,0
20160523,1251.9,1256.04,1243.3,1248.84,0
20160524,1248.77,1252.21,1226.54,1226.55,0
20160525,1227.14,1230.25,1217.96,1224.15,0
20160526,1223.42,1234.3,1218.51,1219.6,0
20160527,1219.56,1223.58,1207,1212.75,0
20160530,1212.7,1213.45,1199.8,1205,0
20160531,1206.14,1218.25,1205.89,1214.95,0
20160601,1215.18,1220.44,1206.14,1212.05,0
20160602,1213.61,1217.66,1210.01,1210.55,0
20160603,1210.62,1244.75,1207.17,1243.82,0
20160606,1244.4,1248.76,1240.08,1244.95,0
20160607,1245.08,1246.59,1235,1243.25,0
20160608,1243.93,1264.42,1243.16,1262.25,0
20160609,1261.7,1271.72,1256.98,1269.05,0
20160610,1268.74,1278.13,1264.76,1273.58,0
20160613,1273.53,1287.2,1272.65,1283.05,0
20160614,1283.2,1289.83,1276.52,1285.7,0
20160615,1284.91,1296.84,1278.66,1291.82,0
20160616,1291.77,1315.61,1277.6,1277,0
20160617,1279.08,1299.58,1276.78,1298.18,0
20160620,1298.47,1298.47,1278.1,1289.55,0
20160621,1289.31,1294.26,1264.76,1267.85,0
20160622,1268.64,1270.69,1261.41,1265.75,0
20160623,1264.95,1271.94,1254.7,1256.32,0
20160624,1251.58,1358.8,1250.65,1315.18,0
20160627,1315.13,1335.43,1315.13,1324.35,0
20160628,1324.34,1326.24,1305.5,1311.94,0
20160629,1310.57,1327.82,1310.57,1318.05,0
20160630,1317.33,1324.18,1313.03,1321.49,0
20160701,1321.64,1344.53,1320.81,1340.67,0
20160704,1340.62,1357.5,1336.16,1350.73,0
20160705,1350.68,1357.62,1338.3,1355.95,0
20160706,1355.19,1375.15,1355.19,1363.45,0
20160707,1363.07,1370.71,1350.8,1359.9,0
20160708,1359.24,1370.34,1335.4,1365.85,0
20160711,1366.43,1375.12,1351.02,1355.15,0
20160712,1355.09,1357.67,1330.4,1332.25,0
20160713,1333.03,1345.33,1327.76,1342.19,0
20160714,1343.52,1347.13,1320.36,1334.6,0
20160715,1336.04,1338.8,1322.7,1337.29,0
20160718,1337.29,1337.51,1323.7,1328.75,0
20160719,1328.5,1335.04,1325.8,1331.75,0
20160720,1331.4,1338.4,1312.85,1315.25,0
20160721,1315.92,1333.91,1311,1330.75,0
20160722,1331.05,1333.8,1319.88,1322.1,0
20160725,1322.05,1323.84,1312.3,1315.25,0
20160726,1315.4,1324.51,1313.97,1320.15,0
20160727,1319.62,1342.42,1316,1339.5,0
20160728,1339.17,1345.56,1332.73,1335.05,0
20160729,1335.46,1355.11,1328.84,1350.57,0
20160801,1350.8,1354.94,1346.52,1352.55,0
20160802,1353.44,1367.3,1347.2,1363.55,0
20160803,1363.37,1366.47,1354.2,1357.55,0
20160804,1358.01,1365.01,1349.36,1361.15,0
20160805,1360.5,1364.71,1334.91,1335.5,0
20160808,1335.45,1338.32,1330.12,1335.15,0
20160809,1335.29,1342.6,1330.74,1340.25,0
20160810,1340.37,1357.3,1340.24,1346.05,0
20160811,1346.8,1353.37,1335.98,1338.15,0
20160812,1338.67,1356.39,1333.48,1335.49,0
20160815,1335.74,1343.81,1335.74,1338.85,0
20160816,1339.55,1358.05,1339.55,1345.65,0
20160817,1345.5,1351.66,1336.27,1348.35,0
20160818,1348.26,1356.09,1346.29,1353.8,0
20160819,1352.09,1352.86,1337.9,1340.9,0
20160822,1341.2,1341.2,1331.98,1338.65,0
20160823,1338.74,1344.78,1335.42,1337.05,0
20160824,1337.97,1340.13,1323.88,1323.75,0
20160825,1323.97,1327.04,1318.2,1321.45,0
20160826,1321.35,1342.26,1318.58,1320.59,0
20160829,1320.94,1325.11,1315.08,1322.65,0
20160830,1323.52,1325.48,1309.3,1310.45,0
20160831,1311.61,1316.13,1304.38,1308.76,0
20160901,1309.49,1315.12,1302.61,1313.05,0
20160902,1314.24,1330.2,1305.11,1327.2,0
20160905,1324.91,1328.63,1322.03,1326.83,0
20160906,1326.78,1352.61,1325.04,1349.75,0
20160907,1348.42,1352.58,1342.82,1344.25,0
20160908,1344.78,1349.4,1335.61,1337.45,0
20160909,1337.37,1339.57,1327.86,1327.51,0
20160912,1327.84,1330.31,1320.6,1327.15,0
20160913,1327.85,1332.1,1315.86,1318.05,0
20160914,1319.18,1326.16,1313.73,1322.55,0
20160915,1321.67,1328.45,1309.1,1313.95,0
20160916,1314.66,1318.16,1306.38,1309.85,0
20160919,1309.87,1318.41,1309.6,1312.84,0
20160920,1312.79,1317.92,1312.19,1314.45,0
20160921,1314.56,1337.06,1307.96,1335.15,0
20160922,1334.69,1343.66,1331.4,1336.55,0
20160923,1336.56,1340.61,1334,1337.34,0
20160926,1337.29,1342.12,1332.9,1337.35,0
20160927,1337.34,1339.51,1324.8,1327.22,0
20160928,1326.51,1327.58,1318.19,1321.11,0
20160929,1321.54,1325.83,1316.26,1320.13,0
20160930,1320.11,1328.06,1313.46,1315.55,0
20161003,1315.5,1319.62,1309.54,1311.56,0
20161004,1312.17,1313.02,1267.13,1268.15,0
20161005,1268.16,1277.16,1262.33,1267.21,0
20161006,1266.13,1269.41,1250.05,1253.9,0
20161007,1254.76,1265.4,1241.5,1257.39,0
20161010,1257.34,1264.93,1256.8,1259.6,0
20161011,1259.32,1262.19,1252.77,1252.05,0
20161012,1252.26,1258.9,1249.94,1254.75,0
20161013,1255.65,1262.31,1253.29,1257.25,0
20161014,1257.81,1259.56,1246.26,1250,0
20161017,1250.56,1257.24,1250.53,1254.9,0
20161018,1254.51,1264.72,1254.51,1262.15,0
20161019,1262.55,1273.35,1260.5,1268.95,0
20161020,1269.38,1274.59,1264.1,1263.1,0
20161021,1265.73,1268.01,1261.36,1265.71,0
20161024,1265.62,1272,1260.57,1263.96,0
20161025,1264.34,1276.69,1262.26,1273.45,0
20161026,1274.01,1276.44,1264.88,1266.55,0
20161027,1266.53,1272.78,1265.3,1268.05,0
20161028,1268.06,1284.24,1261.9,1275.53,0
20161031,1275.48,1279.5,1271.4,1276.75,0
20161101,1276.86,1291.85,1275.75,1287.75,0
20161102,1287.86,1307.99,1287.59,1296.8,0
20161103,1296.93,1306.75,1285.7,1301.45,0
20161104,1301.86,1307.14,1294.96,1303.7,0
20161107,1292.95,1295.86,1278.34,1281.3,0
20161108,1281.2,1290.64,1273.06,1275.4,0
20161109,1275.29,1337.34,1268.52,1277.75,0
20161110,1277.7,1292.21,1252.47,1258.6,0
20161111,1258.5,1265.4,1219.33,1226.98,0
20161114,1227.1,1231.35,1211.73,1220.9,0
20161115,1221.2,1231.54,1219.15,1228.42,0
20161116,1228.46,1233.1,1221.67,1225,0
20161117,1224.83,1231.45,1211.28,1216.47,0
20161118,1216.4,1217.8,1203.12,1208.29,0
20161121,1208.3,1217.62,1205.83,1214,0
20161122,1214,1221,1206.34,1212.1,0
20161123,1212.1,1214.99,1181.92,1187.88,0
20161124,1187.6,1190.9,1180.6,1183.86,0
20161125,1181.38,1193.23,1171.07,1183.8,0
20161128,1183.75,1197.6,1183.01,1193.5,0
20161129,1193.5,1195.09,1181.2,1187.88,0
20161130,1187.85,1194.95,1170.83,1172.89,0
20161201,1173.2,1176.69,1160.95,1171.6,0
20161202,1171.6,1178.16,1166.93,1177.05,0
20161205,1176.53,1188.1,1157.3,1169.97,0
20161206,1170.2,1175.3,1166.94,1169.5,0
20161207,1169.5,1180.22,1165.81,1173.4,0
20161208,1173.4,1178.68,1169.42,1170.6,0
20161209,1170.6,1172.01,1156.43,1159.36,0
20161212,1158.01,1165.81,1151.49,1162.1,0
20161213,1162.2,1164.99,1154.8,1157.14,0
20161214,1157.58,1165.36,1139.02,1142.9,0
20161215,1142.57,1144.41,1122.81,1128.02,0
20161216,1128.1,1141.25,1126.85,1134.71,0
20161219,1134.52,1142.32,1133.97,1137.7,0
20161220,1137.7,1139.76,1125.96,1132.3,0
20161221,1132.2,1137.1,1129.59,1131.3,0
20161222,1131.4,1134.08,1127.99,1127.99,0
20161223,1127.97,1135.84,1127.97,1133.63,0
20161226,1133.74,1133.74,1133.74,1133.17,0
20161227,1133.5,1150.96,1131.92,1138.6,0
20161228,1138.6,1144.47,1136.68,1141.03,0
20161229,1141.5,1159.54,1141.5,1157.8,0
20161230,1157.9,1163.21,1149.94,1150.62,0
20170103,1151.49,1164.5,1146.23,1158.5,0
20170104,1158.5,1167.9,1156.4,1163.4,0
20170105,1163.21,1185.04,1163.19,1180.2,0
20170106,1180.2,1182.92,1171.15,1172.13,0
20170109,1172.26,1186.19,1172.17,1180.75,0
20170110,1180.9,1190.61,1180.37,1187.5,0
20170111,1187.5,1198.3,1177.37,1191.38,0
20170112,1191.3,1206.94,1190.97,1195.15,0
20170113,1195.03,1201.14,1188.02,1197.04,0
20170116,1197.04,1208.61,1197.04,1202.42,0
20170117,1202.85,1218.9,1202.85,1216.38,0
20170118,1216.55,1217.75,1202.57,1203.9,0
20170119,1203.92,1206.47,1196.06,1204.58,0
20170120,1204.55,1214.9,1198.81,1209.87,0
20170123,1209.82,1219.45,1209.14,1217.7,0
20170124,1217.68,1220.12,1206.83,1208.57,0
20170125,1208.66,1209.78,1193.44,1200.36,0
20170126,1200.38,1202.62,1184.62,1188.3,0
20170127,1188.41,1191.59,1180.74,1190.64,0
20170130,1190.6,1199.41,1188.4,1195.37,0
20170131,1195.35,1215.32,1193.95,1210.47,0
20170201,1210.52,1213.23,1198.39,1209.5,0
20170202,1209.59,1225.28,1208.65,1215.73,0
20170203,1215.47,1221.36,1207.38,1220.2,0
20170206,1220.05,1235.67,1218.93,1235.21,0
20170207,1235.27,1235.78,1227.8,1233.46,0
20170208,1233.5,1244.71,1230.27,1241.2,0
20170209,1241.31,1244.46,1228.1,1228.1,0
20170210,1228.1,1237.16,1221.85,1233.61,0
20170213,1233.13,1233.58,1219.49,1225,0
20170214,1225.05,1234.6,1222.08,1228.28,0
20170215,1228.14,1233.5,1216.8,1233.5,0
20170216,1233.4,1242.35,1232.33,1238.8,0
20170217,1239.18,1243.78,1234.16,1234.16,0
20170220,1234.92,1238.97,1232.64,1237.47,0
20170221,1237.31,1238.84,1226.32,1235.6,0
20170222,1235.51,1240.78,1231.42,1237.4,0
20170223,1237.42,1251.08,1235.91,1249.3,0
20170224,1249.52,1260.12,1247.99,1256.74,0
20170227,1256.74,1263.87,1251.07,1252.59,0
20170228,1252.67,1258.37,1247.82,1248.22,0
20170301,1248.24,1250.6,1237.11,1249.37,0
20170302,1249.28,1249.98,1231.1,1234.22,0
20170303,1234.05,1236.29,1223.1,1234.41,0
20170306,1234.35,1236.87,1225.08,1225.31,0
20170307,1225.31,1227.16,1214.37,1215.6,0
20170308,1215.6,1218.54,1206.82,1208.14,0
20170309,1208.08,1209.01,1199.41,1201,0
20170310,1201.01,1206.3,1195.13,1204.14,0
20170313,1204.14,1211.16,1202.62,1203.65,0
20170314,1203.67,1207.7,1197.2,1197.2,0
20170315,1198.65,1222.01,1197.76,1219.05,0
20170316,1218.98,1233.73,1218.31,1225.88,0
20170317,1226.1,1231.66,1224.69,1228.6,0
20170320,1229.31,1235.52,1229.31,1233.2,0
20170321,1233.97,1247.55,1227.09,1244.05,0
20170322,1243.98,1251.32,1243.98,1247.95,0
20170323,1248.77,1253.31,1242.97,1245.05,0
20170324,1244.84,1251.84,1241.13,1243.13,0
20170327,1245.13,1261.01,1245.13,1253.95,0
20170328,1253.64,1258.4,1247.86,1251.15,0
20170329,1250.74,1254.62,1247.5,1253.21,0
20170330,1253.52,1253.83,1242.51,1242.85,0
20170331,1241.92,1250.6,1239.88,1248.78,0
20170403,1248.91,1253.7,1244.68,1252.95,0
20170404,1253.35,1261.25,1253.35,1255.65,0
20170405,1255.96,1257.4,1243.93,1255.25,0
20170406,1255.58,1258.91,1249.93,1251.85,0
20170407,1251.64,1270.94,1250.8,1253.5,0
20170410,1254.07,1257.2,1247.31,1254.48,0
20170411,1254.95,1275.11,1253.29,1273.95,0
20170412,1274.77,1286.75,1272.12,1286.15,0
20170413,1286.1,1288.56,1281.99,1286.86,0
20170414,1286.8,1288.2,1284.7,1287.16,0
20170417,1287.47,1295.46,1281.6,1284.45,0
20170418,1284.49,1292.3,1279.09,1289.35,0
20170419,1289.6,1290.71,1274.07,1279.55,0
20170420,1280.32,1283.4,1276.83,1281.3,0
20170421,1281.58,1288.3,1278.68,1284.03,0
20170424,1284.23,1284.29,1265.67,1275.55,0
20170425,1276.02,1278.2,1261.76,1263.8,0
20170426,1263.99,1270.7,1260.01,1269.1,0
20170427,1268.51,1269.59,1261.38,1263.85,0
20170428,1263.83,1268.52,1263.25,1267.91,0
20170501,1267.66,1271.16,1254.34,1256.05,0
20170502,1255.93,1257.73,1252.16,1256.25,0
20170503,1256.55,1256.92,1236.1,1237.8,0
20170504,1237.74,1241.26,1225.85,1227.2,0
20170505,1228.13,1235.58,1226.26,1228.04,0
20170508,1228.4,1236.51,1221.39,1225.95,0
20170509,1226.06,1228.59,1214.4,1220.65,0
20170510,1221.75,1225.63,1217.79,1218.55,0
20170511,1218.85,1227.73,1217.17,1224.35,0
20170512,1224.8,1231.74,1224.63,1227.93,0
20170515,1228.22,1237.31,1227.15,1229.75,0
20170516,1230.68,1239.1,1230.56,1236.55,0
20170517,1237,1261.3,1236.74,1260.85,0
20170518,1260.98,1265.01,1245.4,1245.4,0
20170519,1246.85,1256.5,1246.52,1255,0
20170522,1255.23,1262.56,1251.97,1260.25,0
20170523,1260.25,1263.76,1250.65,1250.65,0
20170524,1251.08,1258.93,1248.08,1258.05,0
20170525,1258.23,1259.63,1254.01,1255.25,0
20170526,1255.29,1269.5,1253.3,1266.85,0
20170529,1266.8,1269.1,1265.2,1266.39,0
20170530,1267.08,1270.45,1259.56,1262.75,0
20170531,1262.87,1274.09,1259.76,1268.55,0
20170601,1268.93,1270.31,1261.68,1265.15,0
20170602,1265.55,1279.5,1259.24,1278.77,0
20170605,1278.82,1283.4,1277.97,1279.05,0
20170606,1279.58,1296.06,1279.58,1294.12,0
20170607,1294.25,1294.91,1282.87,1287,0
20170608,1286.78,1288.91,1271.5,1278.1,0
20170609,1281.59,1281.59,1264.8,1265.9,0
20170612,1266.45,1270.37,1263.78,1265.65,0
20170613,1265.32,1269,1259.32,1266.25,0
20170614,1266.14,1281.16,1257.36,1260.6,0
20170615,1260.49,1266.72,1251.6,1253.75,0
20170616,1253.84,1257.14,1252.02,1253.1,0
20170619,1253.66,1255.66,1243.24,1243.35,0
20170620,1243.65,1248.1,1241.48,1242.65,0
20170621,1242.6,1247.82,1241.03,1246.05,0
20170622,1245.31,1254.82,1245.31,1250.1,0
20170623,1249.84,1258.9,1249.84,1256.4,0
20170626,1256.6,1258.11,1236.37,1244.05,0
20170627,1243.99,1253.1,1241.53,1246.55,0
20170628,1246.66,1254.88,1246.52,1248.75,0
20170629,1249.19,1253.19,1239.97,1245.35,0
20170630,1244.87,1248.24,1239.38,1241.33,0
20170703,1241.28,1242.71,1218.36,1219.35,0
20170704,1220.51,1226.5,1220.51,1223.69,0
20170705,1223.86,1228.82,1217.63,1226.75,0
20170706,1226.75,1229.37,1222.7,1224.65,0
20170707,1224.89,1228.5,1207.51,1212.49,0
20170710,1212.84,1215.58,1205.02,1213.75,0
20170711,1214.15,1217.6,1208.38,1217.2,0
20170712,1216.7,1225.77,1213.66,1219.75,0
20170713,1219.31,1224.42,1216.73,1216.9,0
20170714,1216.93,1232.9,1215,1228.55,0
20170717,1228.52,1236.1,1228.46,1233.75,0
20170718,1233.89,1244.54,1233.01,1242.15,0
20170719,1242.37,1244.02,1236.08,1240.85,0
20170720,1240.85,1247.6,1235.46,1244.15,0
20170721,1244.32,1255.9,1243.56,1254.91,0
20170724,1254.91,1258.79,1252.11,1254.95,0
20170725,1255.11,1257.89,1249.28,1249.45,0
20170726,1250.08,1263.51,1243.95,1260.35,0
20170727,1260.43,1265.27,1254.7,1258.85,0
20170728,1259.1,1270.82,1257.59,1268.7,0
20170731,1269.38,1271.17,1265.96,1268.95,0
20170801,1269.13,1274.11,1262.73,1268.65,0
20170802,1268.53,1272.81,1263.06,1266.05,0
20170803,1266.59,1270.83,1257.13,1267.95,0
20170804,1268.39,1270.16,1254.38,1258.4,0
20170807,1258.55,1259.89,1255.96,1257.35,0
20170808,1257.05,1265.2,1251.7,1260.75,0
20170809,1260.44,1278.7,1260.44,1277.25,0
20170810,1276.95,1287.8,1274.85,1286.05,0
20170811,1286.43,1292.07,1281.44,1288.77,0
20170814,1288.72,1290.42,1278.8,1281.35,0
20170815,1281.35,1282.07,1267.46,1271.15,0
20170816,1271.09,1283.84,1267.97,1282.85,0
20170817,1283.95,1290.12,1281.62,1287.65,0
20170818,1288.01,1300.83,1283.69,1283.58,0
20170821,1284.23,1293.85,1280.76,1290.95,0
20170822,1291.28,1292.54,1282.19,1284.75,0
20170823,1284.74,1291.5,1282.96,1290.25,0
20170824,1290.3,1291.2,1284.63,1285.65,0
20170825,1286.1,1294.58,1275.34,1291.24,0
20170828,1291.12,1312.07,1291.12,1309.75,0
20170829,1314.73,1325.99,1305.24,1309.05,0
20170830,1309.05,1313.7,1305.33,1308.35,0
20170831,1308.68,1323.63,1298.33,1320.65,0
20170901,1321.48,1328.82,1316.59,1324.65,0
20170904,1324.81,1339.77,1324.81,1333.5,0
20170905,1334.25,1344.33,1326.36,1339.45,0
20170906,1339.39,1342.44,1331.84,1333.85,0
20170907,1334.28,1349.88,1332.76,1348.75,0
20170908,1348.8,1357.5,1342.94,1346.08,0
20170911,1346.26,1346.61,1326.58,1327.15,0
20170912,1327.42,1332.1,1322.81,1331.45,0
20170913,1332.12,1334.75,1321.04,1322.35,0
20170914,1323.37,1330.81,1315.87,1329.17,0
20170915,1329.25,1334.34,1319.93,1319.7,0
20170918,1319.98,1320.26,1304.83,1306.95,0
20170919,1306.66,1311.67,1305.33,1310.75,0
20170920,1310.82,1316.1,1296.21,1300.85,0
20170921,1301.07,1301.71,1288.28,1290.75,0
20170922,1290.72,1298.7,1290.72,1297.1,0
20170925,1297.08,1312.1,1289.58,1310.75,0
